,Case.Number,Date.Time.Reported,Earliest.Occurrence,Latest.Occurrence,General.Location,Disposition,Classification,longitude,latitude,Category
168,12-004112,3/9/2012 2:07,3/9/2012 2:07,3/9/2012 2:07,Chamberlain Street and Lynn Avenue,Arrest,public intoxication,-93.6464356,42.0215381,Alcohol Related
169,12-004112,3/9/2012 2:07,3/9/2012 2:07,3/9/2012 2:07,Chamberlain Street and Lynn Avenue,Arrest,intrastate warrant service,-93.6464356,42.0215381,Miscellaneous
170,12-004184,3/10/2012 3:03,3/10/2012 3:03,3/10/2012 3:03,Chamberlain Street and Welch Avenue,Arrest,public intoxication,-93.6501941,42.0214439,Alcohol Related
171,12-004223,3/11/2012 1:40,3/11/2012 1:40,3/11/2012 1:40,200 block of Welch Avenue,Arrest,public intoxication,-93.6501941,42.0214439,Alcohol Related
172,12-004225,3/11/2012 3:21,3/11/2012 3:21,3/11/2012 3:21,200 block of Chamberlain Place,Arrest,operating while intoxicated,-93.6481878,42.0212295,Alcohol Related
173,12-004332,3/14/2012 22:38,3/14/2012 22:38,3/14/2012 22:38,Union Drive and Welch Road,Arrest,intrastate warrant service,-93.649224,42.0239964,Miscellaneous
174,12-004440,3/17/2012 21:07,3/17/2012 21:07,3/17/2012 21:07,Hayward Avenue and Mortensen Parkway,Arrest,driving under suspension,-93.6516786,42.0118612,Vehicle Related
175,12-004451,3/17/2012 22:05,3/17/2012 22:05,3/17/2012 22:05,Sheldon Avenue and West Street,Arrest,public intoxication,-93.6543018,42.0253597,Alcohol Related
176,12-004461,3/18/2012 0:39,3/18/2012 0:39,3/18/2012 0:39,Chamberlain Street and Lynn Avenue,Arrest,public intoxication,-93.6464356,42.0215381,Alcohol Related
177,12-004463,3/18/2012 1:31,3/18/2012 1:31,3/18/2012 1:31,Hayward Avenue and Knapp Street,Arrest,public intoxication,-93.6517339,42.0191154,Alcohol Related
178,12-004465,3/18/2012 1:37,3/18/2012 1:37,3/18/2012 1:37,Arbor Street and South Hyland Avenue,Arrest,operating while intoxicated,-93.6555561,42.0209196,Alcohol Related
179,12-004508,3/18/2012 21:59,3/18/2012 21:59,3/18/2012 21:59,Linden Hall,Arrest,intrastate warrant service,-93.6403252,42.0231404,Miscellaneous
180,12-004563,3/20/2012 1:27,3/20/2012 1:27,3/20/2012 1:27,200 block of Welch Avenue,Arrest,public intoxication,-93.6501941,42.0214439,Alcohol Related
181,12-004768,3/23/2012 0:10,3/23/2012 0:10,3/23/2012 0:10,Hayward Avenue and Lincoln Way,Arrest,public intoxication,-93.6517059,42.0228461,Alcohol Related
182,12-004772,3/23/2012 0:49,3/23/2012 0:49,3/23/2012 0:49,Sheldon Avenue and West Street,Arrest,drug violation,-93.6543018,42.0253597,Drug Related
183,12-004772,3/23/2012 0:49,3/23/2012 0:49,3/23/2012 0:49,Sheldon Avenue and West Street,Arrest,liquor law violation,-93.6543018,42.0253597,Alcohol Related
184,12-004775,3/23/2012 1:38,3/23/2012 1:38,3/23/2012 1:38,Knapp Street and Lynn Avenue,Arrest,operating while intoxicated,-93.6463784,42.019148,Alcohol Related
185,12-004821,3/23/2012 19:50,3/23/2012 19:50,3/23/2012 19:50,South 16th Street and University Boulevard,Arrest,driving under revocation,-93.6337562,42.0114627,Vehicle Related
186,12-004834,3/23/2012 21:41,3/23/2012 21:41,3/23/2012 21:41,Maple-Willow-Larch,Arrest,liquor law violation,-93.6382459,42.0237874,Alcohol Related
187,12-004836,3/23/2012 21:56,3/23/2012 21:56,3/23/2012 21:56,Barton Hall,Arrest,liquor law violation,-93.6416296,42.0241903,Alcohol Related
188,12-004841,3/23/2012 22:21,3/23/2012 22:21,3/23/2012 22:21,Beach Avenue and Lincoln Way,Arrest,liquor law violation,-93.639494,42.022655,Alcohol Related
189,12-004842,3/23/2012 22:41,3/23/2012 22:41,3/23/2012 22:41,Beach Avenue and Lincoln Way,Arrest,liquor law violation,-93.639494,42.022655,Alcohol Related
190,12-004845,3/23/2012 23:02,3/23/2012 23:02,3/23/2012 23:02,Birch-Welch-Roberts,Arrest,liquor law violation,-93.6425636,42.0239302,Alcohol Related
191,12-004875,3/24/2012 5:16,3/24/2012 5:16,3/24/2012 5:16,Wilson Hall,Arrest,public intoxication,-93.651021,42.0139143,Alcohol Related
192,12-004910,3/24/2012 20:28,3/24/2012 20:28,3/24/2012 20:28,Maple-Willow-Larch,Arrest,liquor law violation,-93.6382459,42.0237874,Alcohol Related
193,12-004911,3/24/2012 20:43,3/24/2012 20:43,3/24/2012 20:43,Birch Hall,Arrest,liquor law violation,-93.6417417,42.0237087,Alcohol Related
194,12-004916,3/24/2012 22:08,3/24/2012 22:08,3/24/2012 22:08,Friley Hall,Arrest,liquor law violation,-93.65045,42.0239234,Alcohol Related
195,12-004923,3/24/2012 22:29,3/24/2012 22:29,3/24/2012 22:29,Friley Hall,Arrest,liquor law violation,-93.65045,42.0239234,Alcohol Related
196,12-004927,3/24/2012 22:41,3/24/2012 22:41,3/24/2012 22:41,Helser Hall,Arrest,liquor law violation,-93.6518379,42.02424,Alcohol Related
197,12-004941,3/25/2012 1:24,3/25/2012 1:24,3/25/2012 1:24,Beach Avenue and Lincoln Way,Arrest,liquor law violation,-93.639494,42.022655,Alcohol Related
198,12-004948,3/25/2012 1:53,3/25/2012 1:53,3/25/2012 1:53,100 block of Union Drive,Arrest,public intoxication,-93.6491309,42.0251323,Alcohol Related
199,12-004955,3/25/2012 3:22,3/25/2012 3:22,3/25/2012 3:22,Welch Road,Arrest,public intoxication,-93.6498227,42.0234611,Alcohol Related
200,12-005088,3/27/2012 1:51,3/27/2012 1:51,3/27/2012 1:51,Donald Street and Stanton Avenue,Arrest,operating while intoxicated,-93.648495,42.01699,Alcohol Related
201,12-005088,3/27/2012 1:51,3/27/2012 1:51,3/27/2012 1:51,Donald Street and Stanton Avenue,Arrest,drug violation,-93.648495,42.01699,Drug Related
202,12-005194,3/29/2012 1:27,3/29/2012 1:27,3/29/2012 1:27,Gray Avenue and Sunset Drive,Arrest,operating while intoxicated,-93.6411862,42.0212956,Alcohol Related
203,12-005197,3/29/2012 2:48,3/29/2012 2:48,3/29/2012 2:48,Chamberlain Street and Welch Avenue,Arrest,public intoxication,-93.6501941,42.0214439,Alcohol Related
204,12-005325,3/30/2012 21:16,3/30/2012 21:16,3/30/2012 21:16,Ash Avenue and Knapp Street,Arrest,liquor law violation,-93.6443655,42.019142,Alcohol Related
205,12-005350,3/31/2012 0:56,3/31/2012 0:56,3/31/2012 0:56,Knapp Street and Stanton Avenue,Arrest,public intoxication,-93.6485073,42.0191298,Alcohol Related
206,12-005358,3/31/2012 2:10,3/31/2012 2:10,3/31/2012 2:10,Knapp Street and Welch Avenue,Arrest,operating while intoxicated,-93.6500882,42.0191138,Alcohol Related
207,12-005360,3/31/2012 2:27,3/31/2012 2:27,3/31/2012 2:27,Lincoln Way and Welch Avenue,Arrest,public intoxication,-93.6501393,42.0227328,Alcohol Related
208,12-005405,4/1/2012 0:04,4/1/2012 0:04,4/1/2012 0:04,300 block of Stanton Avenue,Arrest,liquor law violation,-93.6481458,42.0202997,Alcohol Related
209,12-005410,4/1/2012 0:49,4/1/2012 0:49,4/1/2012 0:49,400 block of Welch Avenue,Arrest,liquor law violation,-93.6500882,42.0191138,Alcohol Related
210,12-005416,4/1/2012 1:15,4/1/2012 1:15,4/1/2012 1:15,Hayward Avenue and Knapp Street,Arrest,public intoxication,-93.6517339,42.0191154,Alcohol Related
211,12-005419,4/1/2012 1:36,4/1/2012 1:36,4/1/2012 1:36,Wallace Hall,Arrest,public intoxication,-93.6499279,42.0142261,Alcohol Related
212,12-005431,4/1/2012 4:11,4/1/2012 4:11,4/1/2012 4:11,Martin Hall,Arrest,public intoxication,-93.6529424,42.0238665,Alcohol Related
213,12-005431,4/1/2012 4:11,4/1/2012 4:11,4/1/2012 4:11,Martin Hall,Arrest,interference,-93.6529424,42.0238665,Miscellaneous
214,12-005636,4/5/2012 0:29,4/5/2012 0:29,4/5/2012 0:29,Willow Hall,Arrest,intrastate warrant service,-93.6377325,42.0239136,Miscellaneous
215,12-005671,4/5/2012 15:57,4/5/2012 15:57,4/5/2012 15:57,Lot 112,Arrest,driving under suspension,-93.6464654,42.0266187,Vehicle Related
216,12-05692,4/5/2012 22:19,4/5/2012 22:19,4/5/2012 22:19,Willow Hall,Arrest,public intoxication,-93.6377325,42.0239136,Alcohol Related
217,12-005712,4/6/2012 0:52,4/6/2012 0:52,4/6/2012 0:52,100 block of South Franklin Avenue,Arrest,public intoxication,-93.6647898,42.0228016,Alcohol Related
218,12-005719,4/6/2012 1:44,4/6/2012 1:44,4/6/2012 1:44,Lake Laverne,Arrest,public intoxication,-93.6479874,42.0237049,Alcohol Related
219,12-005721,4/6/2012 2:23,4/6/2012 2:23,4/6/2012 2:23,Chamberlain Street and Hayward Avenue,Arrest,public intoxication,-93.6517204,42.0214474,Alcohol Related
220,12-005760,4/6/2012 22:27,4/6/2012 22:27,4/6/2012 22:27,Beach Avenue and Lincoln Way,Arrest,liquor law violation,-93.639494,42.022655,Alcohol Related
221,12-005789,4/7/2012 1:13,4/7/2012 1:13,4/7/2012 1:13,2200 block of Lincoln Way,Arrest,liquor law violation,-93.644527,42.0226921,Alcohol Related
222,12-005800,4/7/2012 2:05,4/7/2012 2:05,4/7/2012 2:05,2400 block of Lincoln Way,Arrest,public intoxication,-93.6485946,42.0225662,Alcohol Related
223,12-005802,4/7/2012 2:10,4/7/2012 2:10,4/7/2012 2:10,Lot 1,Arrest,public intoxication,-93.6540123,42.0236158,Alcohol Related
224,12-005807,4/7/2012 3:06,4/7/2012 3:06,4/7/2012 3:06,Frederiksen Court,Arrest,public intoxication,-93.6440878,42.0340306,Alcohol Related
225,12-005807,4/7/2012 3:06,4/7/2012 3:06,4/7/2012 3:06,Frederiksen Court,Arrest,theft,-93.6440878,42.0340306,Non-Violence Related
226,12-005891,4/8/2012 20:30,4/8/2012 20:30,4/8/2012 20:30,Frederiksen Court,Arrest,driving under suspension,-93.6440878,42.0340306,Vehicle Related
227,12-006149,4/12/2012 1:28,4/12/2012 1:28,4/12/2012 1:28,100 block of Welch Avenue,Arrest,public intoxication,-93.6501392,42.02272,Alcohol Related
228,12-006149,4/12/2012 1:28,4/12/2012 1:28,4/12/2012 1:28,100 block of Welch Avenue,Arrest,disorderly conduct,-93.6501392,42.02272,Non-Violence Related
229,12-006217,4/13/2012 1:59,4/13/2012 1:59,4/13/2012 1:59,Hunt Street and Sheldon Avenue,Arrest,public intoxication,-93.6542234,42.0201273,Alcohol Related
230,12-006220,4/13/2012 2:13,4/13/2012 2:13,4/13/2012 2:13,Hunt Street and Sheldon Avenue,Arrest,public intoxication,-93.6542234,42.0201273,Alcohol Related
231,12-006275,4/13/2012 23:34,4/13/2012 23:34,4/13/2012 23:34,Eaton Hall,Arrest,liquor law violation,-93.6528168,42.0245839,Alcohol Related
232,12-006282,4/14/2012 0:52,4/14/2012 0:52,4/14/2012 0:52,Knapp Street and Welch Avenue,Arrest,liquor law violation,-93.6500882,42.0191138,Alcohol Related
233,12-006290,4/14/2012 1:21,4/14/2012 1:21,4/14/2012 1:21,Knapp Street and Welch Avenue,Arrest,liquor law violation,-93.6500882,42.0191138,Alcohol Related
234,12-006295,4/14/2012 1:52,4/14/2012 1:52,4/14/2012 1:52,100 block of Hayward Avenue,Arrest,public intoxication,-93.6517049,42.0227335,Alcohol Related
235,12-006299,4/14/2012 2:07,4/14/2012 2:07,4/14/2012 2:07,Knapp Street and Welch Avenue,Arrest,liquor law violation,-93.6500882,42.0191138,Alcohol Related
236,12-006307,4/14/2012 2:39,4/14/2012 2:39,4/14/2012 2:39,University Boulevard and Wallace Road,Arrest,operating while intoxicated,-93.6415414,42.0305048,Alcohol Related
237,12-006311,4/14/2012 3:17,4/14/2012 3:17,4/14/2012 3:17,Hayward Avenue and Knapp Street,Arrest,operating while intoxicated,-93.6517339,42.0191154,Alcohol Related
238,12-006358,4/14/2012 23:43,4/14/2012 23:43,4/14/2012 23:43,Helser Hall,Arrest,public intoxication,-93.6518379,42.02424,Alcohol Related
239,12-006372,4/15/2012 1:37,4/15/2012 1:37,4/15/2012 1:37,South Hyland Avenue and Wood Street,Arrest,liquor law violation,-93.655592,42.0221438,Alcohol Related
240,12-006373,4/15/2012 1:37,4/15/2012 1:37,4/15/2012 1:37,Helser Hall,Arrest,public intoxication,-93.6518379,42.02424,Alcohol Related
241,12-006385,4/15/2012 4:49,4/15/2012 4:49,4/15/2012 4:49,LeBaron Hall,Arrest,theft,-93.6475244,42.0283786,Non-Violence Related
242,12-006385,4/15/2012 4:49,4/15/2012 4:49,4/15/2012 4:49,LeBaron Hall,Arrest,interference,-93.6475244,42.0283786,Miscellaneous
243,12-005422,4/16/2012 15:34,4/1/2012 2:04,4/16/2012 15:34,Helser Hall,Arrest,intrastate warrant service,-93.6518379,42.02424,Miscellaneous
244,12-006513,4/17/2012 2:17,4/17/2012 2:17,4/17/2012 2:17,Knapp Street and Welch Avenue,Arrest,public intoxication,-93.6500882,42.0191138,Alcohol Related
245,12-006513,4/17/2012 2:17,4/17/2012 2:17,4/17/2012 2:17,Knapp Street and Welch Avenue,Arrest,liquor law violation,-93.6500882,42.0191138,Alcohol Related
246,12-006563,4/17/2012 22:36,4/17/2012 22:36,4/17/2012 22:36,200 block of Stanton Avenue,Arrest,public intoxication,-93.648229,42.021222,Alcohol Related
247,12-006573,4/17/2012 23:57,4/17/2012 23:57,4/17/2012 23:57,Lincoln Way and Welch Avenue,Arrest,liquor law violation,-93.6501393,42.0227328,Alcohol Related
248,12-006575,4/18/2012 0:09,4/18/2012 0:09,4/18/2012 0:09,Lincoln Way and Welch Avenue,Arrest,liquor law violation,-93.6501393,42.0227328,Alcohol Related
249,12-006582,4/18/2012 0:28,4/18/2012 0:28,4/18/2012 0:28,Maple Hall,Arrest,liquor law violation,-93.6387491,42.023654,Alcohol Related
250,12-006583,4/18/2012 0:29,4/18/2012 0:29,4/18/2012 0:29,Hayward Avenue and Lincoln Way,Arrest,liquor law violation,-93.6517059,42.0228461,Alcohol Related
251,12-006589,4/18/2012 0:52,4/18/2012 0:52,4/18/2012 0:52,Knapp Street and Stanton Avenue,Arrest,liquor law violation,-93.6485073,42.0191298,Alcohol Related
252,12-006590,4/18/2012 0:55,4/18/2012 0:55,4/18/2012 0:55,Hunt Street and Welch Avenue,Arrest,public intoxication,-93.6501239,42.0202787,Alcohol Related
253,12-006591,4/18/2012 1:09,4/18/2012 1:09,4/18/2012 1:09,Knapp Street and Lynn Avenue,Arrest,public intoxication,-93.6463784,42.019148,Alcohol Related
254,12-006592,4/18/2012 1:33,4/18/2012 1:33,4/18/2012 1:33,Knapp Street and Welch Avenue,Arrest,liquor law violation,-93.6500882,42.0191138,Alcohol Related
255,12-006669,4/19/2012 0:59,4/19/2012 0:59,4/19/2012 0:59,Friley Hall,Arrest,public intoxication,-93.65045,42.0239234,Alcohol Related
256,12-006686,4/19/2012 2:45,4/19/2012 2:45,4/19/2012 2:45,Lincoln Way and Welch Avenue,Arrest,public intoxication,-93.6501393,42.0227328,Alcohol Related
257,12-006688,4/19/2012 3:07,4/19/2012 3:07,4/19/2012 3:07,Lincoln Way and North Riverside Drive,Arrest,operating while intoxicated,-93.6298275,42.0228363,Alcohol Related
258,12-006731,4/19/2012 21:13,4/19/2012 21:13,4/19/2012 21:13,Helser Hall,Arrest,liquor law violation,-93.6518379,42.02424,Alcohol Related
259,12-006757,4/19/2012 23:22,4/19/2012 23:22,4/19/2012 23:22,Birch-Welch-Roberts,Arrest,liquor law violation,-93.6425636,42.0239302,Alcohol Related
260,12-006773,4/20/2012 0:38,4/20/2012 0:38,4/20/2012 0:38,Hayward Avenue and Hunt Street,Arrest,liquor law violation,-93.6517575,42.0201314,Alcohol Related
261,12-006777,4/20/2012 0:53,4/20/2012 0:53,4/20/2012 0:53,Lincoln Way and Sheldon Avenue,Arrest,liquor law violation,-93.6542392,42.0227224,Alcohol Related
262,12-06778,4/20/2012 0:57,4/20/2012 0:57,4/20/2012 0:57,Hayward Avenue and Mortensen Parkway,Arrest,operating while intoxicated,-93.6516786,42.0118612,Alcohol Related
263,12-006782,4/20/2012 1:21,4/20/2012 1:21,4/20/2012 1:21,Chamberlain Street and Welch Avenue,Arrest,public intoxication,-93.6501941,42.0214439,Alcohol Related
264,12-006783,4/20/2012 1:26,4/20/2012 1:26,4/20/2012 1:26,Birch Hall,Arrest,public intoxication,-93.6417417,42.0237087,Alcohol Related
265,12-006783,4/20/2012 1:26,4/20/2012 1:26,4/20/2012 1:26,Birch Hall,Arrest,trespass,-93.6417417,42.0237087,Non-Violence Related
266,12-006783,4/20/2012 1:26,4/20/2012 1:26,4/20/2012 1:26,Birch Hall,Arrest,vandalism,-93.6417417,42.0237087,Non-Violence Related
267,12-006788,4/20/2012 2:21,4/20/2012 2:21,4/20/2012 2:21,Chamberlain Place and Hunt Street,Arrest,public intoxication,-93.6509256,42.0202731,Alcohol Related
268,12-006796,4/20/2012 2:36,4/20/2012 2:36,4/20/2012 2:36,Friley Hall,Arrest,public intoxication,-93.65045,42.0239234,Alcohol Related
269,12-006810,4/20/2012 7:49,4/20/2012 7:49,4/20/2012 7:49,Roberts Hall,Arrest,public intoxication,-93.6425636,42.0239302,Alcohol Related
270,12-006829,4/20/2012 18:17,4/20/2012 18:17,4/20/2012 18:17,Larch Hall,Arrest,liquor law violation,-93.6382868,42.0232779,Alcohol Related
271,12-006839,4/20/2012 20:26,4/20/2012 20:26,4/20/2012 20:26,Beyer Court and Union Drive,Arrest,liquor law violation,-93.6507255,42.0251486,Alcohol Related
272,12-006841,4/20/2012 20:26,4/20/2012 20:26,4/20/2012 20:26,Mortensen Road and South Dakota Avenue,Arrest,driving under suspension,-93.6786567,42.0120839,Vehicle Related
273,12-006844,4/20/2012 20:36,4/20/2012 20:36,4/20/2012 20:36,Ash Avenue and Lincoln Way,Arrest,driving under suspension,-93.64441,42.0226961,Vehicle Related
274,12-006846,4/20/2012 20:43,4/20/2012 20:43,4/20/2012 20:43,Hyland Avenue and Lincoln Way,Arrest,liquor law violation,-93.6555907,42.0227264,Alcohol Related
275,12-006854,4/20/2012 21:01,4/20/2012 21:01,4/20/2012 21:01,Ash Avenue and Knapp Street,Arrest,drug violation,-93.6443655,42.019142,Drug Related
276,12-006854,4/20/2012 21:01,4/20/2012 21:01,4/20/2012 21:01,Ash Avenue and Knapp Street,Arrest,liquor law violation,-93.6443655,42.019142,Alcohol Related
277,12-006855,4/20/2012 21:03,4/20/2012 21:03,4/20/2012 21:03,Hyland Avenue and Lincoln Way,Arrest,liquor law violation,-93.6555907,42.0227264,Alcohol Related
278,12-006856,4/20/2012 21:07,4/20/2012 21:07,4/20/2012 21:07,Knapp Street and Lynn Avenue,Arrest,drug violation,-93.6463784,42.019148,Drug Related
279,12-006859,4/20/2012 21:16,4/20/2012 21:16,4/20/2012 21:16,Mortensen Parkway and State Avenue,Arrest,liquor law violation,-93.6589323,42.0118849,Alcohol Related
280,12-006862,4/20/2012 21:23,4/20/2012 21:23,4/20/2012 21:23,Hyland Avenue and Wood Street,Arrest,liquor law violation,-93.655592,42.0221438,Alcohol Related
281,12-006865,4/20/2012 21:30,4/20/2012 21:30,4/20/2012 21:30,Hyland Avenue and Wood Street,Arrest,liquor law violation,-93.655592,42.0221438,Alcohol Related
282,2-006868,4/20/2012 21:37,4/20/2012 21:37,4/20/2012 21:37,Hyland Avenue and Wood Street,Arrest,liquor law violation,-93.655592,42.0221438,Alcohol Related
283,12-006871,4/20/2012 21:40,4/20/2012 21:40,4/20/2012 21:40,Larch Hall,Arrest,liquor law violation,-93.6382868,42.0232779,Alcohol Related
284,12-006874,4/20/2012 21:48,4/20/2012 21:48,4/20/2012 21:48,200 block of Hyland Avenue,Arrest,liquor law violation,-93.6556457,42.0253446,Alcohol Related
285,12-006879,4/20/2012 21:59,4/20/2012 21:59,4/20/2012 21:59,Hyland Avenue and Lincoln Way,Arrest,liquor law violation,-93.6555907,42.0227264,Alcohol Related
286,12-006884,4/20/2012 22:08,4/20/2012 22:08,4/20/2012 22:08,Campus Avenue and Lincoln Way,Arrest,liquor law violation,-93.6570426,42.0227269,Alcohol Related
287,12-006885,4/20/2012 22:09,4/20/2012 22:09,4/20/2012 22:09,Bissell Road and Union Drive,Arrest,liquor law violation,-93.6518976,42.0253625,Alcohol Related
288,12-006888,4/20/2012 22:12,4/20/2012 22:12,4/20/2012 22:12,Campus Avenue and Lincoln Way,Arrest,liquor law violation,-93.6570426,42.0227269,Alcohol Related
289,12-006892,4/20/2012 22:23,4/20/2012 22:23,4/20/2012 22:23,Friley Hall,Arrest,liquor law violation,-93.65045,42.0239234,Alcohol Related
290,12-006894,4/20/2012 22:30,4/20/2012 22:30,4/20/2012 22:30,2800 block of Lincoln Way,Arrest,liquor law violation,-93.6556634,42.0225705,Alcohol Related
291,12-006896,4/20/2012 22:33,4/20/2012 22:33,4/20/2012 22:33,2800 block of Lincoln Way,Arrest,liquor law violation,-93.6556634,42.0225705,Alcohol Related
292,12-006904,4/20/2012 22:48,4/20/2012 22:48,4/20/2012 22:48,Hyland Avenue and Lincoln Way,Arrest,liquor law violation,-93.6555907,42.0227264,Alcohol Related
293,12-006905,4/20/2012 22:50,4/20/2012 22:50,4/20/2012 22:50,Hickory Drive and Lincoln Way,Arrest,operating while intoxicated,-93.6732329,42.0229789,Alcohol Related
294,12-006905,4/20/2012 22:50,4/20/2012 22:50,4/20/2012 22:50,Hickory Drive and Lincoln Way,Arrest,drug violation,-93.6732329,42.0229789,Drug Related
295,12-006908,4/20/2012 22:54,4/20/2012 22:54,4/20/2012 22:54,2700 block of Lincoln Way,Arrest,liquor law violation,-93.6545215,42.022377,Alcohol Related
296,12-006909,4/20/2012 22:55,4/20/2012 22:55,4/20/2012 22:55,2700 block of Lincoln Way,Arrest,liquor law violation,-93.6545215,42.022377,Alcohol Related
297,12-006910,4/20/2012 22:57,4/20/2012 22:57,4/20/2012 22:57,Student Services Building,Arrest,public intoxication,-93.6501447,42.0253226,Alcohol Related
298,12-006912,4/20/2012 23:09,4/20/2012 23:09,4/20/2012 23:09,Linden Hall,Arrest,liquor law violation,-93.6403252,42.0231404,Alcohol Related
299,12-006913,4/20/2012 23:14,4/20/2012 23:14,4/20/2012 23:14,Howard Avenue and Story Street,Arrest,liquor law violation,-93.6584712,42.0237243,Alcohol Related
300,12-006919,4/20/2012 23:21,4/20/2012 23:21,4/20/2012 23:21,2700 block of Lincoln Way,Arrest,liquor law violation,-93.6545215,42.022377,Alcohol Related
301,12-006922,4/20/2012 23:33,4/20/2012 23:33,4/20/2012 23:33,Lincoln Way and Sheldon Avenue,Arrest,public intoxication,-93.6542392,42.0227224,Alcohol Related
302,12-006926,4/20/2012 23:58,4/20/2012 23:58,4/20/2012 23:58,Design College,Arrest,liquor law violation,-93.6531506,42.0285641,Alcohol Related
303,12-006933,4/21/2012 0:09,4/21/2012 0:09,4/21/2012 0:09,Chamberlain Street and Lynn Avenue,Arrest,liquor law violation,-93.6464356,42.0215381,Alcohol Related
304,12-006935,4/21/2012 0:17,4/21/2012 0:17,4/21/2012 0:17,13th Street and Stange Road,Arrest,driving under suspension,-93.620521,42.034189,Vehicle Related
